name,category,default_unit,image_url
Biryani Masala,Spice,grams,https://source.unsplash.com/200x200/?Biryani%20Masala
Kitchen King Masala,Spice,grams,https://source.unsplash.com/200x200/?Kitchen%20King%20Masala
Vegetable Masala,Spice,grams,https://source.unsplash.com/200x200/?Vegetable%20Masala
Pav Bhaji Masala,Spice,grams,https://source.unsplash.com/200x200/?Pav%20Bhaji%20Masala
Tikka Masala,Spice,grams,https://source.unsplash.com/200x200/?Tikka%20Masala
Tandoori Masala,Spice,grams,https://source.unsplash.com/200x200/?Tandoori%20Masala
Salt,Spice,grams,https://source.unsplash.com/200x200/?Salt
Rock Salt,Spice,grams,https://source.unsplash.com/200x200/?Rock%20Salt
Black Salt,Spice,grams,https://source.unsplash.com/200x200/?Black%20Salt
Sugar,Spice,grams,https://source.unsplash.com/200x200/?Sugar
Powdered Sugar,Spice,grams,https://source.unsplash.com/200x200/?Powdered%20Sugar
Rock Sugar,Spice,grams,https://source.unsplash.com/200x200/?Rock%20Sugar
Jaggery,Spice,grams,https://source.unsplash.com/200x200/?Jaggery
Khandsari Sugar,Spice,grams,https://source.unsplash.com/200x200/?Khandsari%20Sugar
Mustard Oil,Oil,litre,https://source.unsplash.com/200x200/?Mustard%20Oil
Groundnut Oil,Oil,litre,https://source.unsplash.com/200x200/?Groundnut%20Oil
Coconut Oil,Oil,litre,https://source.unsplash.com/200x200/?Coconut%20Oil
Ghee,Oil,litre,https://source.unsplash.com/200x200/?Ghee
Vanaspati,Oil,litre,https://source.unsplash.com/200x200/?Vanaspati
Sunflower Oil,Oil,litre,https://source.unsplash.com/200x200/?Sunflower%20Oil
Soybean Oil,Oil,litre,https://source.unsplash.com/200x200/?Soybean%20Oil
Olive Oil,Oil,litre,https://source.unsplash.com/200x200/?Olive%20Oil
Corn Oil,Oil,litre,https://source.unsplash.com/200x200/?Corn%20Oil
Rice Bran Oil,Oil,litre,https://source.unsplash.com/200x200/?Rice%20Bran%20Oil
Almonds,Nuts,grams,https://source.unsplash.com/200x200/?Almonds
Walnuts,Nuts,grams,https://source.unsplash.com/200x200/?Walnuts
Pistachios,Nuts,grams,https://source.unsplash.com/200x200/?Pistachios
Cashews,Nuts,grams,https://source.unsplash.com/200x200/?Cashews
Fox Nuts,Nuts,grams,https://source.unsplash.com/200x200/?Fox%20Nuts
Pine Nuts,Nuts,grams,https://source.unsplash.com/200x200/?Pine%20Nuts
Peanuts,Nuts,grams,https://source.unsplash.com/200x200/?Peanuts
Raisins,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Raisins
Black Raisins,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Black%20Raisins
Figs,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Figs
Dates,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Dates
Dried Plums,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Dried%20Plums
Dried Dates,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Dried%20Dates
Dried Apricots,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Dried%20Apricots
Baking Soda,Bakery,grams,https://source.unsplash.com/200x200/?Baking%20Soda
Baking Powder,Bakery,grams,https://source.unsplash.com/200x200/?Baking%20Powder
Yeast,Bakery,grams,https://source.unsplash.com/200x200/?Yeast
Vanilla Extract,Bakery,ml,https://source.unsplash.com/200x200/?Vanilla%20Extract
Cocoa Powder,Bakery,grams,https://source.unsplash.com/200x200/?Cocoa%20Powder
Chocolate,Bakery,grams,https://source.unsplash.com/200x200/?Chocolate
Butter Paper,Bakery,pcs,https://source.unsplash.com/200x200/?Butter%20Paper
Egg,Bakery,pcs,https://source.unsplash.com/200x200/?Egg
Soy Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Soy%20Sauce
Tomato Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Tomato%20Sauce
Chilli Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Chilli%20Sauce
Vinegar,Sauces,ml,https://source.unsplash.com/200x200/?Vinegar
Coconut Vinegar,Sauces,ml,https://source.unsplash.com/200x200/?Coconut%20Vinegar
Tomato Ketchup,Sauces,ml,https://source.unsplash.com/200x200/?Tomato%20Ketchup
Green Chilli Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Green%20Chilli%20Sauce
Red Chilli Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Red%20Chilli%20Sauce
Schezwan Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Schezwan%20Sauce
Manchurian Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Manchurian%20Sauce
Honey,Sweeteners,grams,https://source.unsplash.com/200x200/?Honey
Maple Syrup,Sweeteners,ml,https://source.unsplash.com/200x200/?Maple%20Syrup
Sugar Syrup,Sweeteners,ml,https://source.unsplash.com/200x200/?Sugar%20Syrup
Rose Jam,Sweeteners,grams,https://source.unsplash.com/200x200/?Rose%20Jam
Jam,Sweeteners,grams,https://source.unsplash.com/200x200/?Jam
Jelly,Sweeteners,grams,https://source.unsplash.com/200x200/?Jelly
Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Pickle
Mango Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Mango%20Pickle
Lemon Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Lemon%20Pickle
Mixed Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Mixed%20Pickle
Amla Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Amla%20Pickle
Garlic Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Garlic%20Pickle
Chilli Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Chilli%20Pickle
Ginger Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Ginger%20Pickle
Tea,Beverages,grams,https://source.unsplash.com/200x200/?Tea
Coffee,Beverages,grams,https://source.unsplash.com/200x200/?Coffee
Green Tea,Beverages,grams,https://source.unsplash.com/200x200/?Green%20Tea
Masala Tea,Beverages,grams,https://source.unsplash.com/200x200/?Masala%20Tea
Lemon Tea,Beverages,grams,https://source.unsplash.com/200x200/?Lemon%20Tea
Ginger Tea,Beverages,grams,https://source.unsplash.com/200x200/?Ginger%20Tea
Tulsi Tea,Beverages,grams,https://source.unsplash.com/200x200/?Tulsi%20Tea
Mint Tea,Beverages,grams,https://source.unsplash.com/200x200/?Mint%20Tea
Rooh Afza,Beverages,ml,https://source.unsplash.com/200x200/?Rooh%20Afza
Rose Syrup,Beverages,ml,https://source.unsplash.com/200x200/?Rose%20Syrup
Almond Milk,Beverages,ml,https://source.unsplash.com/200x200/?Almond%20Milk
Thandai,Beverages,grams,https://source.unsplash.com/200x200/?Thandai
Lassi,Beverages,ml,https://source.unsplash.com/200x200/?Lassi
Buttermilk,Beverages,ml,https://source.unsplash.com/200x200/?Buttermilk
Lemonade,Beverages,ml,https://source.unsplash.com/200x200/?Lemonade
Raw Mango Drink,Beverages,ml,https://source.unsplash.com/200x200/?Raw%20Mango%20Drink
Mango Shake,Beverages,ml,https://source.unsplash.com/200x200/?Mango%20Shake
Banana Shake,Beverages,ml,https://source.unsplash.com/200x200/?Banana%20Shake
Apple Juice,Beverages,ml,https://source.unsplash.com/200x200/?Apple%20Juice
Orange Juice,Beverages,ml,https://source.unsplash.com/200x200/?Orange%20Juice
Pineapple Juice,Beverages,ml,https://source.unsplash.com/200x200/?Pineapple%20Juice
Sweet Lime Juice,Beverages,ml,https://source.unsplash.com/200x200/?Sweet%20Lime%20Juice
Coconut Water,Beverages,ml,https://source.unsplash.com/200x200/?Coconut%20Water
Roasted Gram Flour,Special,grams,https://source.unsplash.com/200x200/?Roasted%20Gram%20Flour
Tapioca Pearls,Special,grams,https://source.unsplash.com/200x200/?Tapioca%20Pearls
Buckwheat Flour,Special,grams,https://source.unsplash.com/200x200/?Buckwheat%20Flour
Water Chestnut Flour,Special,grams,https://source.unsplash.com/200x200/?Water%20Chestnut%20Flour
Amaranth Flour,Special,grams,https://source.unsplash.com/200x200/?Amaranth%20Flour
Barnyard Millet,Special,grams,https://source.unsplash.com/200x200/?Barnyard%20Millet
Rice Flour,Special,grams,https://source.unsplash.com/200x200/?Rice%20Flour
Puffed Rice,Special,grams,https://source.unsplash.com/200x200/?Puffed%20Rice
Puffed Rice Mixture,Special,grams,https://source.unsplash.com/200x200/?Puffed%20Rice%20Mixture
Bhujia,Special,grams,https://source.unsplash.com/200x200/?Bhujia
Sev,Special,grams,https://source.unsplash.com/200x200/?Sev
Ganthiya,Special,grams,https://source.unsplash.com/200x200/?Ganthiya
Fafda,Special,grams,https://source.unsplash.com/200x200/?Fafda
Dhokla,Special,grams,https://source.unsplash.com/200x200/?Dhokla
Khandvi,Special,grams,https://source.unsplash.com/200x200/?Khandvi
Thepla,Special,grams,https://source.unsplash.com/200x200/?Thepla
Khakhra,Special,grams,https://source.unsplash.com/200x200/?Khakhra
Farsan,Special,grams,https://source.unsplash.com/200x200/?Farsan
Namkeen,Special,grams,https://source.unsplash.com/200x200/?Namkeen
Chivda,Special,grams,https://source.unsplash.com/200x200/?Chivda
Mixture,Special,grams,https://source.unsplash.com/200x200/?Mixture
Papad,Special,pcs,https://source.unsplash.com/200x200/?Papad
Roasted Papad,Special,pcs,https://source.unsplash.com/200x200/?Roasted%20Papad
Fried Papad,Special,pcs,https://source.unsplash.com/200x200/?Fried%20Papad
Rice Papad,Special,pcs,https://source.unsplash.com/200x200/?Rice%20Papad
Urad Dal Papad,Special,pcs,https://source.unsplash.com/200x200/?Urad%20Dal%20Papad
Moong Dal Papad,Special,pcs,https://source.unsplash.com/200x200/?Moong%20Dal%20Papad
Fenugreek Papad,Special,pcs,https://source.unsplash.com/200x200/?Fenugreek%20Papad
Garlic Papad,Special,pcs,https://source.unsplash.com/200x200/?Garlic%20Papad
Cumin Papad,Special,pcs,https://source.unsplash.com/200x200/?Cumin%20Papad
Murrukku,Special,grams,https://source.unsplash.com/200x200/?Murrukku
Thenkuzhal,Special,grams,https://source.unsplash.com/200x200/?Thenkuzhal
Seedai,Special,grams,https://source.unsplash.com/200x200/?Seedai
Adhirasam,Special,grams,https://source.unsplash.com/200x200/?Adhirasam
Mysore Pak,Special,grams,https://source.unsplash.com/200x200/?Mysore%20Pak
Ladoo,Special,grams,https://source.unsplash.com/200x200/?Ladoo
Besan Ladoo,Special,grams,https://source.unsplash.com/200x200/?Besan%20Ladoo
Motichoor Ladoo,Special,grams,https://source.unsplash.com/200x200/?Motichoor%20Ladoo
Rava Ladoo,Special,grams,https://source.unsplash.com/200x200/?Rava%20Ladoo
Coconut Ladoo,Special,grams,https://source.unsplash.com/200x200/?Coconut%20Ladoo
Peanut Ladoo,Special,grams,https://source.unsplash.com/200x200/?Peanut%20Ladoo
Barfi,Special,grams,https://source.unsplash.com/200x200/?Barfi
Cashew Barfi,Special,grams,https://source.unsplash.com/200x200/?Cashew%20Barfi
Almond Barfi,Special,grams,https://source.unsplash.com/200x200/?Almond%20Barfi
Coconut Barfi,Special,grams,https://source.unsplash.com/200x200/?Coconut%20Barfi
Pistachio Barfi,Special,grams,https://source.unsplash.com/200x200/?Pistachio%20Barfi
Halwa,Special,grams,https://source.unsplash.com/200x200/?Halwa
Carrot Halwa,Special,grams,https://source.unsplash.com/200x200/?Carrot%20Halwa
Moong Dal Halwa,Special,grams,https://source.unsplash.com/200x200/?Moong%20Dal%20Halwa
Semolina Halwa,Special,grams,https://source.unsplash.com/200x200/?Semolina%20Halwa
Wheat Flour Halwa,Special,grams,https://source.unsplash.com/200x200/?Wheat%20Flour%20Halwa
Almond Halwa,Special,grams,https://source.unsplash.com/200x200/?Almond%20Halwa
Kheer,Special,ml,https://source.unsplash.com/200x200/?Kheer
Rice Kheer,Special,ml,https://source.unsplash.com/200x200/?Rice%20Kheer
Vermicelli Kheer,Special,ml,https://source.unsplash.com/200x200/?Vermicelli%20Kheer
Tapioca Pearl Kheer,Special,ml,https://source.unsplash.com/200x200/?Tapioca%20Pearl%20Kheer
Phirni,Special,ml,https://source.unsplash.com/200x200/?Phirni
Rasmalai,Special,pcs,https://source.unsplash.com/200x200/?Rasmalai
Rasgulla,Special,pcs,https://source.unsplash.com/200x200/?Rasgulla
Gulab Jamun,Special,pcs,https://source.unsplash.com/200x200/?Gulab%20Jamun
Jalebi,Special,grams,https://source.unsplash.com/200x200/?Jalebi
Imarti,Special,grams,https://source.unsplash.com/200x200/?Imarti
Balushahi,Special,pcs,https://source.unsplash.com/200x200/?Balushahi
Peda,Special,pcs,https://source.unsplash.com/200x200/?Peda
Petha,Special,grams,https://source.unsplash.com/200x200/?Petha
Soan Papdi,Special,grams,https://source.unsplash.com/200x200/?Soan%20Papdi
Chikki,Special,grams,https://source.unsplash.com/200x200/?Chikki
Peanut Chikki,Special,grams,https://source.unsplash.com/200x200/?Peanut%20Chikki
Sesame Chikki,Special,grams,https://source.unsplash.com/200x200/?Sesame%20Chikki
Coconut Chikki,Special,grams,https://source.unsplash.com/200x200/?Coconut%20Chikki
Almond Chikki,Special,grams,https://source.unsplash.com/200x200/?Almond%20Chikki
Cashew Chikki,Special,grams,https://source.unsplash.com/200x200/?Cashew%20Chikki
Pistachio Chikki,Special,grams,https://source.unsplash.com/200x200/?Pistachio%20Chikki
