name,category,default_unit,image_url
Murghi ka Chesta,Meat,grams,https://source.unsplash.com/200x200/?Chicken%20Breast
Murghi ka Pao,Meat,grams,https://source.unsplash.com/200x200/?Chicken%20Legs
Anda,Meat,pcs,https://source.unsplash.com/200x200/?Egg
Mutton,Meat,grams,https://source.unsplash.com/200x200/?Mutton
Mutton ka Gosht,Meat,grams,https://source.unsplash.com/200x200/?Lamb
Fish,Meat,grams,https://source.unsplash.com/200x200/?Fish
Rohu Fish,Meat,grams,https://source.unsplash.com/200x200/?Rohu%20Fish
Hilsa Fish,Meat,grams,https://source.unsplash.com/200x200/?Hilsa%20Fish
Doodh,Dairy,litre,https://source.unsplash.com/200x200/?Milk
Dahi,Dairy,grams,https://source.unsplash.com/200x200/?Yogurt
Makhan,Dairy,grams,https://source.unsplash.com/200x200/?Butter
Paneer,Dairy,grams,https://source.unsplash.com/200x200/?Paneer
Cheese,Dairy,grams,https://source.unsplash.com/200x200/?Cheese
Nariyal ka Doodh,Dairy,ml,https://source.unsplash.com/200x200/?Coconut%20Milk
Malai,Dairy,grams,https://source.unsplash.com/200x200/?Cream
Chhena,Dairy,grams,https://source.unsplash.com/200x200/?Cottage%20Cheese
Basmati Chawal,Grain,grams,https://source.unsplash.com/200x200/?Basmati%20Rice
Sona Chandi Chawal,Grain,grams,https://source.unsplash.com/200x200/?Golden%20Rice
Mota Chawal,Grain,grams,https://source.unsplash.com/200x200/?Brown%20Rice
Arhar Dal,Grain,grams,https://source.unsplash.com/200x200/?Toor%20Dal
Moong Dal,Grain,grams,https://source.unsplash.com/200x200/?Moong%20Dal
Masoor Dal,Grain,grams,https://source.unsplash.com/200x200/?Masoor%20Dal
Urad Dal,Grain,grams,https://source.unsplash.com/200x200/?Urad%20Dal
Chana Dal,Grain,grams,https://source.unsplash.com/200x200/?Chana%20Dal
Kabuli Chana,Grain,grams,https://source.unsplash.com/200x200/?Chickpeas
Kala Chana,Grain,grams,https://source.unsplash.com/200x200/?Black%20Chickpeas
Rajma,Grain,grams,https://source.unsplash.com/200x200/?Kidney%20Beans
Lobia,Grain,grams,https://source.unsplash.com/200x200/?Black%20Eyed%20Peas
Moth Dal,Grain,grams,https://source.unsplash.com/200x200/?Moth%20Beans
Masoor Malka,Grain,grams,https://source.unsplash.com/200x200/?Red%20Lentil
Gehun ka Atta,Grain,grams,https://source.unsplash.com/200x200/?Wheat%20Flour
Maida,Grain,grams,https://source.unsplash.com/200x200/?All%20Purpose%20Flour
Sooji,Grain,grams,https://source.unsplash.com/200x200/?Semolina
Rava,Grain,grams,https://source.unsplash.com/200x200/?Rava
Dalia,Grain,grams,https://source.unsplash.com/200x200/?Broken%20Wheat
Besan,Grain,grams,https://source.unsplash.com/200x200/?Gram%20Flour
Chana Dal ka Atta,Grain,grams,https://source.unsplash.com/200x200/?Bengal%20Gram%20Flour
Makki ka Atta,Grain,grams,https://source.unsplash.com/200x200/?Maize%20Flour
Jowar ka Atta,Grain,grams,https://source.unsplash.com/200x200/?Sorghum%20Flour
Bajra ka Atta,Grain,grams,https://source.unsplash.com/200x200/?Pearl%20Millet%20Flour
Ragi ka Atta,Grain,grams,https://source.unsplash.com/200x200/?Finger%20Millet%20Flour
Poha,Grain,grams,https://source.unsplash.com/200x200/?Flattened%20Rice
Dhan,Grain,grams,https://source.unsplash.com/200x200/?Paddy
Jav,Grain,grams,https://source.unsplash.com/200x200/?Barley
Haldi,Spice,grams,https://source.unsplash.com/200x200/?Turmeric
Lal Mirch Powder,Spice,grams,https://source.unsplash.com/200x200/?Red%20Chilli%20Powder
Dhania Powder,Spice,grams,https://source.unsplash.com/200x200/?Coriander%20Powder
Jeera,Spice,grams,https://source.unsplash.com/200x200/?Cumin%20Seeds
Jeera Powder,Spice,grams,https://source.unsplash.com/200x200/?Cumin%20Powder
Sarson ka Beej,Spice,grams,https://source.unsplash.com/200x200/?Mustard%20Seeds
Rai,Spice,grams,https://source.unsplash.com/200x200/?Mustard%20Seeds
Kali Mirch,Spice,grams,https://source.unsplash.com/200x200/?Black%20Pepper
Kali Mirch Powder,Spice,grams,https://source.unsplash.com/200x200/?Black%20Pepper%20Powder
Sabut Laung,Spice,grams,https://source.unsplash.com/200x200/?Cloves
Dalchini,Spice,grams,https://source.unsplash.com/200x200/?Cinnamon
Elaichi,Spice,grams,https://source.unsplash.com/200x200/?Cardamom
Choti Elaichi,Spice,grams,https://source.unsplash.com/200x200/?Green%20Cardamom
Badi Elaichi,Spice,grams,https://source.unsplash.com/200x200/?Black%20Cardamom
Jaiphal,Spice,grams,https://source.unsplash.com/200x200/?Nutmeg
Javitri,Spice,grams,https://source.unsplash.com/200x200/?Mace
Tej Patta,Spice,grams,https://source.unsplash.com/200x200/?Bay%20Leaf
Kali Mirch Sabut,Spice,grams,https://source.unsplash.com/200x200/?Black%20Peppercorns
Saunf,Spice,grams,https://source.unsplash.com/200x200/?Fennel%20Seeds
Methi Dana,Spice,grams,https://source.unsplash.com/200x200/?Fenugreek%20Seeds
Ajwain,Spice,grams,https://source.unsplash.com/200x200/?Carom%20Seeds
Khas Khas,Spice,grams,https://source.unsplash.com/200x200/?Poppy%20Seeds
Kalonji,Spice,grams,https://source.unsplash.com/200x200/?Nigella%20Seeds
Til,Spice,grams,https://source.unsplash.com/200x200/?Sesame%20Seeds
Kesar,Spice,grams,https://source.unsplash.com/200x200/?Saffron
Laung Sabut,Spice,grams,https://source.unsplash.com/200x200/?Whole%20Cloves
Star Anise,Spice,grams,https://source.unsplash.com/200x200/?Star%20Anise
Hing,Spice,grams,https://source.unsplash.com/200x200/?Asafoetida
Kashmiri Mirch,Spice,grams,https://source.unsplash.com/200x200/?Kashmiri%20Red%20Chilli
Degi Mirch,Spice,grams,https://source.unsplash.com/200x200/?Degi%20Mirch
Madhur Curry Patta,Spice,grams,https://source.unsplash.com/200x200/?Curry%20Leaves
Garam Masala,Spice,grams,https://source.unsplash.com/200x200/?Garam%20Masala
Chaat Masala,Spice,grams,https://source.unsplash.com/200x200/?Chaat%20Masala
Sambhar Masala,Spice,grams,https://source.unsplash.com/200x200/?Sambar%20Masala
Pani Puri Masala,Spice,grams,https://source.unsplash.com/200x200/?Pani%20Puri%20Masala
Chole Masala,Spice,grams,https://source.unsplash.com/200x200/?Chole%20Masala
Biryani Masala,Spice,grams,https://source.unsplash.com/200x200/?Biryani%20Masala
Kitchen King Masala,Spice,grams,https://source.unsplash.com/200x200/?Kitchen%20King%20Masala
Sabzi Masala,Spice,grams,https://source.unsplash.com/200x200/?Vegetable%20Masala
Pav Bhaji Masala,Spice,grams,https://source.unsplash.com/200x200/?Pav%20Bhaji%20Masala
Tikka Masala,Spice,grams,https://source.unsplash.com/200x200/?Tikka%20Masala
Tandoori Masala,Spice,grams,https://source.unsplash.com/200x200/?Tandoori%20Masala
Namak,Spice,grams,https://source.unsplash.com/200x200/?Salt
Sendha Namak,Spice,grams,https://source.unsplash.com/200x200/?Rock%20Salt
Kala Namak,Spice,grams,https://source.unsplash.com/200x200/?Black%20Salt
Cheeni,Spice,grams,https://source.unsplash.com/200x200/?Sugar
Boora,Spice,grams,https://source.unsplash.com/200x200/?Powdered%20Sugar
Mishri,Spice,grams,https://source.unsplash.com/200x200/?Rock%20Sugar
Gud,Spice,grams,https://source.unsplash.com/200x200/?Jaggery
Shakkar,Spice,grams,https://source.unsplash.com/200x200/?Jaggery
Khandsari,Spice,grams,https://source.unsplash.com/200x200/?Khandsari%20Sugar
Sarson ka Tel,Oil,litre,https://source.unsplash.com/200x200/?Mustard%20Oil
Groundnut Tel,Oil,litre,https://source.unsplash.com/200x200/?Groundnut%20Oil
Coconut Tel,Oil,litre,https://source.unsplash.com/200x200/?Coconut%20Oil
Nariyal ka Tel,Oil,litre,https://source.unsplash.com/200x200/?Coconut%20Oil
Ghee,Oil,litre,https://source.unsplash.com/200x200/?Ghee
Vanaspati,Oil,litre,https://source.unsplash.com/200x200/?Vanaspati
Sunflower Tel,Oil,litre,https://source.unsplash.com/200x200/?Sunflower%20Oil
Soyabean Tel,Oil,litre,https://source.unsplash.com/200x200/?Soybean%20Oil
Olive Tel,Oil,litre,https://source.unsplash.com/200x200/?Olive%20Oil
Corn Tel,Oil,litre,https://source.unsplash.com/200x200/?Corn%20Oil
Rice Bran Tel,Oil,litre,https://source.unsplash.com/200x200/?Rice%20Bran%20Oil
Badam,Nuts,grams,https://source.unsplash.com/200x200/?Almonds
Akharot,Nuts,grams,https://source.unsplash.com/200x200/?Walnuts
Pista,Nuts,grams,https://source.unsplash.com/200x200/?Pistachios
Kaju,Nuts,grams,https://source.unsplash.com/200x200/?Cashews
Makhana,Nuts,grams,https://source.unsplash.com/200x200/?Fox%20Nuts
Chilgoza,Nuts,grams,https://source.unsplash.com/200x200/?Pine%20Nuts
Pinjari,Nuts,grams,https://source.unsplash.com/200x200/?Dried%20Fruit%20Powder
Moongphali,Nuts,grams,https://source.unsplash.com/200x200/?Peanuts
Kishmish,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Raisins
Munakka,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Black%20Raisins
Anjeer,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Figs
Khajoor,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Dates
Aloo Bukhara,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Dried%20Plums
Chhuara,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Dried%20Dates
Apricot Dry,Dry%20Fruits,grams,https://source.unsplash.com/200x200/?Dried%20Apricots
Baking Soda,Bakery,grams,https://source.unsplash.com/200x200/?Baking%20Soda
Baking Powder,Bakery,grams,https://source.unsplash.com/200x200/?Baking%20Powder
Yeast,Bakery,grams,https://source.unsplash.com/200x200/?Yeast
Vanilla Essence,Bakery,ml,https://source.unsplash.com/200x200/?Vanilla%20Extract
Cocoa Powder,Bakery,grams,https://source.unsplash.com/200x200/?Cocoa%20Powder
Chocolate,Bakery,grams,https://source.unsplash.com/200x200/?Chocolate
Butter Paper,Bakery,pcs,https://source.unsplash.com/200x200/?Butter%20Paper
Shakkar,Bakery,grams,https://source.unsplash.com/200x200/?Sugar
Chini,Bakery,grams,https://source.unsplash.com/200x200/?Sugar
Egg,Bakery,pcs,https://source.unsplash.com/200x200/?Egg
Soya Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Soy%20Sauce
Tomato Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Tomato%20Sauce
Chilli Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Chilli%20Sauce
Vinegar,Sauces,ml,https://source.unsplash.com/200x200/?Vinegar
Coconut Vinegar,Sauces,ml,https://source.unsplash.com/200x200/?Coconut%20Vinegar
Tomato Ketchup,Sauces,ml,https://source.unsplash.com/200x200/?Tomato%20Ketchup
Green Chilli Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Green%20Chilli%20Sauce
Red Chilli Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Red%20Chilli%20Sauce
Schezwan Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Schezwan%20Sauce
Manchurian Sauce,Sauces,ml,https://source.unsplash.com/200x200/?Manchurian%20Sauce
Honey,Sweeteners,grams,https://source.unsplash.com/200x200/?Honey
Maple Syrup,Sweeteners,ml,https://source.unsplash.com/200x200/?Maple%20Syrup
Sugar Syrup,Sweeteners,ml,https://source.unsplash.com/200x200/?Sugar%20Syrup
Gulkand,Sweeteners,grams,https://source.unsplash.com/200x200/?Rose%20Jam
Murabba,Sweeteners,grams,https://source.unsplash.com/200x200/?Jam
Jam,Sweeteners,grams,https://source.unsplash.com/200x200/?Jam
Jelly,Sweeteners,grams,https://source.unsplash.com/200x200/?Jelly
Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Pickle
Achaar,Preserves,grams,https://source.unsplash.com/200x200/?Pickle
Mango Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Mango%20Pickle
Lemon Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Lemon%20Pickle
Mixed Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Mixed%20Pickle
Amla Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Amla%20Pickle
Garlic Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Garlic%20Pickle
Chilli Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Chilli%20Pickle
Ginger Pickle,Preserves,grams,https://source.unsplash.com/200x200/?Ginger%20Pickle
Tea,Beverages,grams,https://source.unsplash.com/200x200/?Tea
Coffee,Beverages,grams,https://source.unsplash.com/200x200/?Coffee
Green Tea,Beverages,grams,https://source.unsplash.com/200x200/?Green%20Tea
Masala Tea,Beverages,grams,https://source.unsplash.com/200x200/?Masala%20Tea
Lemon Tea,Beverages,grams,https://source.unsplash.com/200x200/?Lemon%20Tea
Ginger Tea,Beverages,grams,https://source.unsplash.com/200x200/?Ginger%20Tea
Tulsi Tea,Beverages,grams,https://source.unsplash.com/200x200/?Tulsi%20Tea
Pudina Tea,Beverages,grams,https://source.unsplash.com/200x200/?Mint%20Tea
Rooh Afza,Beverages,ml,https://source.unsplash.com/200x200/?Rooh%20Afza
Rose Syrup,Beverages,ml,https://source.unsplash.com/200x200/?Rose%20Syrup
Badam Milk,Beverages,ml,https://source.unsplash.com/200x200/?Almond%20Milk
Thandai,Beverages,grams,https://source.unsplash.com/200x200/?Thandai
Lassi,Beverages,ml,https://source.unsplash.com/200x200/?Lassi
Chaach,Beverages,ml,https://source.unsplash.com/200x200/?Buttermilk
Nimbu Pani,Beverages,ml,https://source.unsplash.com/200x200/?Lemonade
Aam Panna,Beverages,ml,https://source.unsplash.com/200x200/?Raw%20Mango%20Drink
Mango Shake,Beverages,ml,https://source.unsplash.com/200x200/?Mango%20Shake
Banana Shake,Beverages,ml,https://source.unsplash.com/200x200/?Banana%20Shake
Apple Juice,Beverages,ml,https://source.unsplash.com/200x200/?Apple%20Juice
Orange Juice,Beverages,ml,https://source.unsplash.com/200x200/?Orange%20Juice
Pineapple Juice,Beverages,ml,https://source.unsplash.com/200x200/?Pineapple%20Juice
Mosambi Juice,Beverages,ml,https://source.unsplash.com/200x200/?Sweet%20Lime%20Juice
Coconut Water,Beverages,ml,https://source.unsplash.com/200x200/?Coconut%20Water
Sattu,Special,grams,https://source.unsplash.com/200x200/?Roasted%20Gram%20Flour
Makhana,Special,grams,https://source.unsplash.com/200x200/?Fox%20Nuts
Fox Nuts,Special,grams,https://source.unsplash.com/200x200/?Fox%20Nuts
Sabudana,Special,grams,https://source.unsplash.com/200x200/?Tapioca%20Pearls
Sago,Special,grams,https://source.unsplash.com/200x200/?Tapioca%20Pearls
Kuttu ka Atta,Special,grams,https://source.unsplash.com/200x200/?Buckwheat%20Flour
Singhara ka Atta,Special,grams,https://source.unsplash.com/200x200/?Water%20Chestnut%20Flour
Rajgira ka Atta,Special,grams,https://source.unsplash.com/200x200/?Amaranth%20Flour
Samak Rice,Special,grams,https://source.unsplash.com/200x200/?Barnyard%20Millet
Chawal ka Atta,Special,grams,https://source.unsplash.com/200x200/?Rice%20Flour
Murmura,Special,grams,https://source.unsplash.com/200x200/?Puffed%20Rice
Jhalmuri,Special,grams,https://source.unsplash.com/200x200/?Puffed%20Rice%20Mixture
Bhujia,Special,grams,https://source.unsplash.com/200x200/?Bhujia
Sev,Special,grams,https://source.unsplash.com/200x200/?Sev
Ganthiya,Special,grams,https://source.unsplash.com/200x200/?Ganthiya
Fafda,Special,grams,https://source.unsplash.com/200x200/?Fafda
Dhokla,Special,grams,https://source.unsplash.com/200x200/?Dhokla
Khandvi,Special,grams,https://source.unsplash.com/200x200/?Khandvi
Thepla,Special,grams,https://source.unsplash.com/200x200/?Thepla
Khakhra,Special,grams,https://source.unsplash.com/200x200/?Khakhra
Farsan,Special,grams,https://source.unsplash.com/200x200/?Farsan
Namkeen,Special,grams,https://source.unsplash.com/200x200/?Namkeen
Chivda,Special,grams,https://source.unsplash.com/200x200/?Chivda
Mixture,Special,grams,https://source.unsplash.com/200x200/?Mixture
Papad,Special,pcs,https://source.unsplash.com/200x200/?Papad
Roasted Papad,Special,pcs,https://source.unsplash.com/200x200/?Roasted%20Papad
Fried Papad,Special,pcs,https://source.unsplash.com/200x200/?Fried%20Papad
Khichiya Papad,Special,pcs,https://source.unsplash.com/200x200/?Rice%20Papad
Urad Dal Papad,Special,pcs,https://source.unsplash.com/200x200/?Urad%20Dal%20Papad
Moong Dal Papad,Special,pcs,https://source.unsplash.com/200x200/?Moong%20Dal%20Papad
Methi Papad,Special,pcs,https://source.unsplash.com/200x200/?Fenugreek%20Papad
Garlic Papad,Special,pcs,https://source.unsplash.com/200x200/?Garlic%20Papad
Jeera Papad,Special,pcs,https://source.unsplash.com/200x200/?Cumin%20Papad
Murrukku,Special,grams,https://source.unsplash.com/200x200/?Murrukku
Thenkuzhal,Special,grams,https://source.unsplash.com/200x200/?Thenkuzhal
Seedai,Special,grams,https://source.unsplash.com/200x200/?Seedai
Adhirasam,Special,grams,https://source.unsplash.com/200x200/?Adhirasam
Mysore Pak,Special,grams,https://source.unsplash.com/200x200/?Mysore%20Pak
Ladoo,Special,grams,https://source.unsplash.com/200x200/?Ladoo
Besan Ladoo,Special,grams,https://source.unsplash.com/200x200/?Besan%20Ladoo
Motichoor Ladoo,Special,grams,https://source.unsplash.com/200x200/?Motichoor%20Ladoo
Rava Ladoo,Special,grams,https://source.unsplash.com/200x200/?Rava%20Ladoo
Coconut Ladoo,Special,grams,https://source.unsplash.com/200x200/?Coconut%20Ladoo
Peanut Ladoo,Special,grams,https://source.unsplash.com/200x200/?Peanut%20Ladoo
Barfi,Special,grams,https://source.unsplash.com/200x200/?Barfi
Kaju Barfi,Special,grams,https://source.unsplash.com/200x200/?Cashew%20Barfi
Badam Barfi,Special,grams,https://source.unsplash.com/200x200/?Almond%20Barfi
Coconut Barfi,Special,grams,https://source.unsplash.com/200x200/?Coconut%20Barfi
Pista Barfi,Special,grams,https://source.unsplash.com/200x200/?Pistachio%20Barfi
Halwa,Special,grams,https://source.unsplash.com/200x200/?Halwa
Gajar ka Halwa,Special,grams,https://source.unsplash.com/200x200/?Carrot%20Halwa
Moong Dal Halwa,Special,grams,https://source.unsplash.com/200x200/?Moong%20Dal%20Halwa
Sooji Halwa,Special,grams,https://source.unsplash.com/200x200/?Semolina%20Halwa
Aate ka Halwa,Special,grams,https://source.unsplash.com/200x200/?Wheat%20Flour%20Halwa
Badam ka Halwa,Special,grams,https://source.unsplash.com/200x200/?Almond%20Halwa
Kheer,Special,ml,https://source.unsplash.com/200x200/?Kheer
Rice Kheer,Special,ml,https://source.unsplash.com/200x200/?Rice%20Kheer
Seviyan Kheer,Special,ml,https://source.unsplash.com/200x200/?Vermicelli%20Kheer
Sabudana Kheer,Special,ml,https://source.unsplash.com/200x200/?Tapioca%20Pearl%20Kheer
Phirni,Special,ml,https://source.unsplash.com/200x200/?Phirni
Rasmalai,Special,pcs,https://source.unsplash.com/200x200/?Rasmalai
Rasgulla,Special,pcs,https://source.unsplash.com/200x200/?Rasgulla
Gulab Jamun,Special,pcs,https://source.unsplash.com/200x200/?Gulab%20Jamun
Jalebi,Special,grams,https://source.unsplash.com/200x200/?Jalebi
Imarti,Special,grams,https://source.unsplash.com/200x200/?Imarti
Balushahi,Special,pcs,https://source.unsplash.com/200x200/?Balushahi
Peda,Special,pcs,https://source.unsplash.com/200x200/?Peda
Petha,Special,grams,https://source.unsplash.com/200x200/?Petha
Soan Papdi,Special,grams,https://source.unsplash.com/200x200/?Soan%20Papdi
Chikki,Special,grams,https://source.unsplash.com/200x200/?Chikki
Groundnut Chikki,Special,grams,https://source.unsplash.com/200x200/?Peanut%20Chikki
Til Chikki,Special,grams,https://source.unsplash.com/200x200/?Sesame%20Chikki
Coconut Chikki,Special,grams,https://source.unsplash.com/200x200/?Coconut%20Chikki
Badam Chikki,Special,grams,https://source.unsplash.com/200x200/?Almond%20Chikki
Kaju Chikki,Special,grams,https://source.unsplash.com/200x200/?Cashew%20Chikki
Pista Chikki,Special,grams,https://source.unsplash.com/200x200/?Pistachio%20Chikki
